sentence,relation,entities,sentence_no_tags
"Thatch is caused by excessive <e1>growth</e1> from <e2>overfertilizing</e2>, by allowing the grass to get too high before mowing, or by incorrect watering.",1,"['growth', 'overfertilizing']","Thatch is caused by excessive growth from overfertilizing, by allowing the grass to get too high before mowing, or by incorrect watering."
"Alabama has since enacted legislation, allowing <e1>death</e1> by lethal <e2>injection</e2> as an alternative choice to death in the electric chair.",1,"['death', 'injection']","Alabama has since enacted legislation, allowing death by lethal injection as an alternative choice to death in the electric chair."
It's very rewarding and I get a great deal of enjoyment and <e1>satisfaction</e1> from <e2>mentoring</e2>.,1,"['satisfaction', 'mentoring']",It's very rewarding and I get a great deal of enjoyment and satisfaction from mentoring.
The <e1>bombing</e1> produced the worst <e2>carnage</e2> since a Nov. 23 attack in the Shi'ite slum of Sadr City that killed more than 200 people.,0,"['bombing', 'carnage']",The bombing produced the worst carnage since a Nov. 23 attack in the Shi'ite slum of Sadr City that killed more than 200 people.
My problem is that the <e1>advertisement</e1> gives the <e2>impression</e2> that women in rural Bangladesh have 6 children.,0,"['advertisement', 'impression']",My problem is that the advertisement gives the impression that women in rural Bangladesh have 6 children.
The southern <e1>supercell</e1> produced the longest <e2>tornado track</e2> of the outbreak (tornado #4).,0,"['supercell', 'tornado track']",The southern supercell produced the longest tornado track of the outbreak (tornado #4).
"That year, summer students at the VLA made the first discovery of radio <e1>emission</e1> from a brown <e2>dwarf</e2>.",1,"['emission', 'dwarf']","That year, summer students at the VLA made the first discovery of radio emission from a brown dwarf."
"The tongue has taste buds, but a cat's <e1>appetite</e1> comes from the <e2>smell</e2> of the food and doesn't come from the taste of it.",1,"['appetite', 'smell']","The tongue has taste buds, but a cat's appetite comes from the smell of the food and doesn't come from the taste of it."
The <e1>dryer</e1> emits <e2>air</e2> that is regulated close to your body temperature.,1,"['dryer', 'air']",The dryer emits air that is regulated close to your body temperature.
Flight <e1>disruption</e1> after the <e2>attacks</e2> in the US delayed him there for three days.,1,"['disruption', 'attacks']",Flight disruption after the attacks in the US delayed him there for three days.
Ray Parlour shows his <e1>frustration</e1> after Middlesbrough's <e2>defeat</e2>.,1,"['frustration', 'defeat']",Ray Parlour shows his frustration after Middlesbrough's defeat.
Hundreds of thousands in central China are sleeping outdoors for fear of more <e1>tremors</e1> after Saturday's <e2>earthquake</e2>.,1,"['tremors', 'earthquake']",Hundreds of thousands in central China are sleeping outdoors for fear of more tremors after Saturday's earthquake.
"The <e1>taste</e1> is from the <e2>ginseng</e2>, not alcohol.",1,"['taste', 'ginseng']","The taste is from the ginseng, not alcohol."
Maybe the most significant difference is that we have changed from <e1>emigration</e1> out of <e2>necessity</e2> to emigration in search of new opportunities.,1,"['emigration', 'necessity']",Maybe the most significant difference is that we have changed from emigration out of necessity to emigration in search of new opportunities.
"On both of my systems, the <e1>reboot</e1> produced the ominous <e2>message</e2> 'Missing operating system'.",0,"['reboot', 'message']","On both of my systems, the reboot produced the ominous message 'Missing operating system'."
The <e1>person</e1> providing the <e2>alibi</e2> is the culprit and would be providing a fabricated alibi.,0,"['person', 'alibi']",The person providing the alibi is the culprit and would be providing a fabricated alibi.
"The effect of pain <e1>relief</e1> by <e2>acupuncture</e2> lasts for an extended period of time, sometimes months after the needle was removed.",1,"['relief', 'acupuncture']","The effect of pain relief by acupuncture lasts for an extended period of time, sometimes months after the needle was removed."
"About 30 ducks were found dead in Klamath County in the past two days, and officials are investigating whether the <e1>deaths</e1> are from a cholera <e2>outbreak</e2>.",1,"['deaths', 'outbreak']","About 30 ducks were found dead in Klamath County in the past two days, and officials are investigating whether the deaths are from a cholera outbreak."
Principals respond to a <e1>decrease</e1> in uncertainty with more aggressive <e2>strategies</e2>.,0,"['decrease', 'strategies']",Principals respond to a decrease in uncertainty with more aggressive strategies.
Most of the <e1>taste</e1> of strong onions comes from the <e2>smell</e2>.,1,"['taste', 'smell']",Most of the taste of strong onions comes from the smell.
A city nightclub has had an ambitious expansion plan blocked over concerns about unruly <e1>behaviour</e1> from drunken <e2>revellers</e2>.,1,"['behaviour', 'revellers']",A city nightclub has had an ambitious expansion plan blocked over concerns about unruly behaviour from drunken revellers.
"The studies revealed that skin <e1>irritation</e1> from <e2>soaps</e2>, inaccessibility to supplies or sinks, and insufficient time to wash hands between every patient care contact were the main reasons given by healthcare workers for lack of handwashing compliance.",1,"['irritation', 'soaps']","The studies revealed that skin irritation from soaps, inaccessibility to supplies or sinks, and insufficient time to wash hands between every patient care contact were the main reasons given by healthcare workers for lack of handwashing compliance."
But not every run of the <e1>experiment</e1> produced the desired <e2>state</e2> - a very large number of failed tries accompanied each successful creation.,0,"['experiment', 'state']",But not every run of the experiment produced the desired state - a very large number of failed tries accompanied each successful creation.
The <e1>movie</e1> gives the inaccurate <e2>impression</e2> that the Apaches all surrendered.,0,"['movie', 'impression']",The movie gives the inaccurate impression that the Apaches all surrendered.
"Thailand has been bracing itself for a <e1>downturn</e1> in the wake of the <e2>bombs</e2>, especially in the tourist sector.",1,"['downturn', 'bombs']","Thailand has been bracing itself for a downturn in the wake of the bombs, especially in the tourist sector."
The <e1>spiciness</e1> comes from small capsaicin <e2>glands</e2> located between the pepper's outside skin and the white ribs inside.,1,"['spiciness', 'glands']",The spiciness comes from small capsaicin glands located between the pepper's outside skin and the white ribs inside.
"In one day, the Red Crescent treated more than 50 injuries - mainly broken bones caused by <e1>panic</e1> from <e2>aftershocks</e2>.",1,"['panic', 'aftershocks']","In one day, the Red Crescent treated more than 50 injuries - mainly broken bones caused by panic from aftershocks."
"In the most common form of such an attack, called ischemic stroke, the <e1>blockage</e1> comes from a blood <e2>clot</e2> that develops in one of the brain's blood vessels.",1,"['blockage', 'clot']","In the most common form of such an attack, called ischemic stroke, the blockage comes from a blood clot that develops in one of the brain's blood vessels."
"The report links conditions in some of the worst affected localities and the likelihood that dire poverty - combined with despair and <e1>outrage</e1> over rampant <e2>corruption</e2>, repressive policies, and governments' failure to address local needs - could lead to outbreaks of localised unrest with the potential to spread into a wider regional conflict.",1,"['outrage', 'corruption']","The report links conditions in some of the worst affected localities and the likelihood that dire poverty - combined with despair and outrage over rampant corruption, repressive policies, and governments' failure to address local needs - could lead to outbreaks of localised unrest with the potential to spread into a wider regional conflict."
